"step.1","step.2","count"
"2011/07/custom-header-twenty-eleven-child-theme","wordpress-remove-this-entry-was-posted-in",1
"2011/07/custom-header-twenty-eleven-child-theme","removing-powered-by-wordpress-twenty-eleven",1
"category/data-science/page/4","r-amazon-ec2",1
"category/data-science/page/4","tag/amazon-ec2",1
"category/data-science/page/4","http://randyzwitch.com",1
"category/digital-analytics","category/digital-analytics/page/9",1
"category/digital-analytics","anomaly-detection-adobe-analytics-api",1
"r-amazon-ec2","custom-header-twenty-eleven-child-theme",1
"tag/twitter","tag/twitter/page/2",1
"r-amazon-ec2","category/data-science/page/3",1
"r-amazon-ec2","rsitecatalyst-version-1-3-release-notes",1
"r-amazon-ec2","category/data-science/page/7",1
"r-amazon-ec2","creating-dummy-variables-data-frame-r",1
"tag/twitter","twitter-promoted-tweets",1
"tag/adobe-analytics/page/2","anomaly-detection-adobe-analytics-api",1
"category/digital-analytics","broken-macbook-pro-hinge-fixed-free",1
"category/digital-analytics","category/digital-analytics/page/10",1
"category/digital-analytics","category/digital-analytics/page/3",1
"category/digital-analytics","ipython-notebook-amazon-ec2",1
"tag/adobe-analytics/page/2","tag/adobe-analytics",1
"2011/07/custom-header-twenty-eleven-child-theme","twenty-eleven-child-theme-creating-css-file",1
"page/13","customize-adobe-sitecatalyst-menu",1
"google-analytics-seo-reports-inaccurate","bounce-rate-modification-google-analytics-cutroni",1
"google-analytics-seo-reports-inaccurate","category/digital-analytics",1
"google-analytics-seo-reports-inaccurate","category/digital-analytics/page/5",1
"google-analytics-seo-reports-inaccurate","r-google-analytics-api",1
"customize-adobe-sitecatalyst-menu","page/14",1
"customize-adobe-sitecatalyst-menu","broken-macbook-pro-hinge-fixed-free/comment-page-1",1
"google-analytics-seo-reports-inaccurate","least-useful-omniture-reports",1
"page/6","julia-language-beginners",1
"sql-workbench-apache-hadoop-hive","julia-import-data",1
"sql-workbench-apache-hadoop-hive","overlay-histogram-in-r",1
"sql-workbench-apache-hadoop-hive","ipython-notebook-amazon-ec2",1
"page/6","data-science-innovation",1
"page/6","page/5",1
"customize-adobe-sitecatalyst-menu","category/digital-analytics/page/5",1
"customize-adobe-sitecatalyst-menu","rsitecatalyst",1
"automated-re-install-of-packages-for-r-3-0","rsitecatalyst",1
"automated-re-install-of-packages-for-r-3-0","r-error-message-fun",1
"automated-re-install-of-packages-for-r-3-0","getting-started-using-r-rcmdr",1
"automated-re-install-of-packages-for-r-3-0","adobe-discover-3-first-impressions",1
"2011/07/twenty-eleven-child-theme-creating-css-file","custom-header-twenty-eleven-child-theme",1
"2011/07/twenty-eleven-child-theme-creating-css-file","twenty-eleven-child-theme-creating-css-file",1
"automated-re-install-of-packages-for-r-3-0","page/9",1
"automated-re-install-of-packages-for-r-3-0","big-data-hadoop-amazon-ec2-cloudera-part-2",1
"customize-adobe-sitecatalyst-menu","http://randyzwitch.com",1
"customize-adobe-sitecatalyst-menu","real-time-reporting-adobe-analytics-api",1
"tag/teradata-aster","about",1
"automated-re-install-of-packages-for-r-3-0","learning-r-sas/comment-page-1",1
"automated-re-install-of-packages-for-r-3-0","about",1
"rsitecatalyst-version-1-2-release-notes","tag/r/page/2",1
